call_count,is_exported,used_in_tests,dynamic_call_risk,cyclomatic_complexity,file_depth,dead_code_probability,label
0,0,0,0.02,14,8,0.707,1
0,0,0,0.56,13,8,0.91,1
7,0,1,0.28,11,6,0.207,0
0,0,0,0.33,6,2,0.834,1
0,0,0,0.6,1,5,0.759,1
0,0,0,0.31,9,8,0.852,1
3,0,1,0.31,9,8,0.02,0
6,1,1,0.16,8,6,0.068,0
8,0,1,0.2,8,3,0.128,0
0,0,0,0.47,9,5,0.872,1
5,1,1,0.49,9,2,0.11,0
0,0,0,0.51,9,6,0.959,1
0,0,0,0.13,3,3,0.965,1
0,0,0,0.27,12,7,0.779,1
0,0,0,0.16,13,1,0.898,1
5,0,1,0.4,7,6,0.193,0
0,0,0,0.13,2,7,0.832,1
0,0,0,0.22,1,5,0.822,1
0,0,0,0.29,8,7,0.777,1
0,0,0,0.29,7,2,0.774,1
0,0,0,0.26,2,4,0.904,1
6,0,1,0.27,3,5,0.298,0
4,1,1,0.14,9,7,0.194,0
0,0,0,0.54,8,2,0.909,1
3,1,1,0.08,12,1,0.182,0
0,0,0,0.55,5,8,0.736,1
0,0,0,0.18,4,9,0.844,1
0,0,0,0.49,9,1,0.879,1
10,1,1,0.14,13,7,0.044,0
0,0,0,0.27,12,5,0.793,1
10,0,1,0.31,2,6,0.249,0
0,0,0,0.43,2,1,0.97,1
3,1,1,0.04,12,3,0.111,0
0,0,0,0.46,11,3,0.968,1
0,0,0,0.16,11,6,0.95,1
10,0,1,0.59,3,8,0.29,0
10,0,1,0.49,9,9,0.113,0
3,1,1,0.07,11,7,0.165,0
7,0,1,0.67,9,4,0.069,0
0,0,0,0.52,13,1,0.876,1
0,0,0,0.13,12,4,0.808,1
0,0,0,0.26,11,5,0.907,1
0,0,0,0.25,11,2,0.789,1
0,0,0,0.29,5,7,0.764,1
3,0,1,0.29,6,7,0.243,0
4,1,1,0.29,2,5,0.233,0
3,0,1,0.16,13,4,0.042,0
9,0,1,0.21,10,3,0.044,0
0,0,0,0.65,12,1,0.98,1
0,0,0,0.26,3,6,0.881,1
8,0,1,0.32,11,4,0.223,0
0,0,0,0.12,7,4,0.904,1
3,1,1,0.58,7,3,0.132,0
0,0,0,0.26,8,6,0.739,1
5,0,1,0.13,5,7,0.183,0
0,0,0,0.22,9,2,0.769,1
5,0,1,0.35,11,6,0.158,0
9,0,1,0.03,1,8,0.03,0
8,1,1,0.31,7,1,0.096,0
3,0,1,0.2,12,4,0.275,0
3,0,1,0.31,3,3,0.209,0
0,0,0,0.18,12,7,0.713,1
0,0,0,0.2,3,8,0.973,1
4,0,1,0.26,5,7,0.143,0
7,1,1,0.39,4,3,0.079,0
9,1,1,0.02,1,3,0.064,0
3,0,1,0.18,11,3,0.112,0
5,0,1,0.81,12,2,0.109,0
6,0,1,0.33,11,3,0.087,0
7,0,1,0.42,11,7,0.216,0
7,0,1,0.22,14,7,0.054,0
0,0,0,0.43,5,8,0.815,1
0,0,0,0.19,14,5,0.878,1
0,0,0,0.22,6,5,0.886,1
4,0,1,0.02,7,6,0.264,0
0,0,0,0.61,12,2,0.851,1
0,0,0,0.35,5,5,0.94,1
5,1,1,0.09,12,2,0.248,0
0,0,0,0.4,14,5,0.908,1
0,0,0,0.42,6,8,0.797,1
9,0,1,0.3,10,1,0.059,0
10,1,1,0.24,9,9,0.113,0
2,0,1,0.24,3,4,0.103,0
9,0,1,0.4,8,5,0.244,0
0,0,0,0.27,10,9,0.722,1
8,1,1,0.28,6,4,0.05,0
0,0,0,0.27,14,9,0.893,1
0,0,0,0.14,1,7,0.783,1
0,0,0,0.66,9,8,0.866,1
0,0,0,0.27,7,1,0.829,1
0,0,0,0.21,10,2,0.911,1
0,0,0,0.29,6,6,0.814,1
6,0,1,0.35,6,1,0.221,0
4,0,1,0.34,10,5,0.219,0
0,0,0,0.04,4,5,0.743,1
8,0,1,0.18,9,2,0.252,0
0,0,0,0.04,4,4,0.796,1
4,0,1,0.28,13,5,0.094,0
0,0,0,0.4,6,1,0.935,1
10,1,1,0.19,8,4,0.172,0
3,0,1,0.31,7,8,0.046,0
7,0,1,0.41,7,7,0.145,0
0,0,0,0.38,3,7,0.845,1
0,0,0,0.19,4,5,0.89,1
0,0,0,0.39,10,8,0.827,1
0,0,0,0.38,8,7,0.892,1
7,0,1,0.1,2,9,0.105,0
3,1,1,0.06,11,8,0.124,0
4,0,1,0.25,7,7,0.289,0
3,0,1,0.33,2,8,0.089,0
0,0,0,0.3,6,8,0.774,1
4,0,1,0.06,11,4,0.25,0
8,1,1,0.25,4,6,0.062,0
10,1,1,0.3,9,2,0.027,0
5,1,1,0.25,6,5,0.103,0
0,0,0,0.05,1,4,0.751,1
2,0,1,0.39,6,1,0.132,0
4,0,1,0.37,12,5,0.046,0
0,0,0,0.22,8,7,0.793,1
0,0,0,0.29,11,1,0.941,1
0,0,0,0.05,4,5,0.723,1
0,0,0,0.2,1,8,0.917,1
0,0,0,0.03,14,2,0.792,1
0,0,0,0.4,1,3,0.967,1
